
System booting Weldmaster Version 5.22.0.Beta-f0ed40221 id f0ed40221  ... 

START| 09.01.2024 - 18:16:52.059 | GrabberMod | Modul GrabberModul wurde gestartet.
DEBUG| 09.01.2024 - 18:16:52.063 | GrabberMod | registered: /ImageShMemWM-QNX-PC with 1324505961
START| 09.01.2024 - 18:16:52.419 | CHRCommuni | Modul CHRCommunicationModul wurde gestartet.
DEBUG| 09.01.2024 - 18:16:52.423 | CHRCommuni | m_oIDMDevice1Enable (bool): 0
DEBUG| 09.01.2024 - 18:16:52.423 | CHRCommuni | m_oIDMDevice1IpAdress (string): 192.168.170.2
DEBUG| 09.01.2024 - 18:16:52.423 | CHRCommuni | m_oCLS2Device1Enable (bool): 0
DEBUG| 09.01.2024 - 18:16:52.423 | CHRCommuni | m_oCLS2Device1IpAddress (string): 192.168.170.3
DEBUG| 09.01.2024 - 18:16:53.733 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper-2Pins-Backup.xml )
DEBUG| 09.01.2024 - 18:16:53.735 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper-2Pins-V3.xml )
DEBUG| 09.01.2024 - 18:16:53.735 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper-2Pins-v2.xml )
DEBUG| 09.01.2024 - 18:16:53.749 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper-6x.xml )
DEBUG| 09.01.2024 - 18:16:53.766 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper-2Pins.xml )
DEBUG| 09.01.2024 - 18:16:53.904 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper-8x.xml )
DEBUG| 09.01.2024 - 18:16:54.088 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Caliper_hairpin_macro_v1.xml )
DEBUG| 09.01.2024 - 18:16:54.109 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Display Algo Status.xml )
DEBUG| 09.01.2024 - 18:16:54.119 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/HairPin Detection V3.4.xml )
DEBUG| 09.01.2024 - 18:16:54.263 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Metrology Matching Demo.xml )
DEBUG| 09.01.2024 - 18:16:54.268 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Move Scanner to Position - with Skip.xml )
DEBUG| 09.01.2024 - 18:16:54.273 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/SwitchCase 0 to 15.xml )
DEBUG| 09.01.2024 - 18:16:54.285 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/macros/Transfer mm to px 2.xml )
DEBUG| 09.01.2024 - 18:16:55.709 | UserInterf | TModule<MsgServer>::startServer reActivating Event Results with protocol ProcessInfo[ CHID: 0 - PID: 67502 - Node: localNode] using: xFerMemSIMULATION4
DEBUG| 09.01.2024 - 18:16:55.721 | UserInterf | TModule<MsgServer>::startServer reActivating Event Recorder with protocol ProcessInfo[ CHID: 0 - PID: 67502 - Node: localNode] using: xFerMemSIMULATION3
DEBUG| 09.01.2024 - 18:16:55.730 | UserInterf | TModule<MsgServer>::startServer reActivating Event SystemStatus with protocol ProcessInfo[ CHID: 0 - PID: 67502 - Node: localNode] using: xFerMemSIMULATION6
DEBUG| 09.01.2024 - 18:16:55.921 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Caliper-6x_build_graph.xml )
DEBUG| 09.01.2024 - 18:16:55.921 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Fallback Step 1 Coordinates From Json Manual offset + End of Seam.xml )
DEBUG| 09.01.2024 - 18:16:55.926 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Fallback Step 3 Welding v5 End of Seam.xml )
DEBUG| 09.01.2024 - 18:16:55.930 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/FiducialDetection.xml )
DEBUG| 09.01.2024 - 18:16:55.935 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Debug_Graph_V2.xml )
DEBUG| 09.01.2024 - 18:16:55.936 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/DummyOCT.xml )
DEBUG| 09.01.2024 - 18:16:55.940 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Graph_TaskPort.xml )
DEBUG| 09.01.2024 - 18:16:55.941 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection Laserline V2.1.xml )
DEBUG| 09.01.2024 - 18:16:55.942 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection Laserline V2.2.xml )
DEBUG| 09.01.2024 - 18:16:55.953 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection Laserline V2.3.xml )
DEBUG| 09.01.2024 - 18:16:55.976 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection Laserline V2.4.xml )
DEBUG| 09.01.2024 - 18:16:56.049 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection Laserline.xml )
DEBUG| 09.01.2024 - 18:16:56.075 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection ST66-ROI-from-DummyPosition.xml )
DEBUG| 09.01.2024 - 18:16:56.125 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection SpecialPin V2.1.xml )
DEBUG| 09.01.2024 - 18:16:56.159 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection SpecialPin V2.2.xml )
DEBUG| 09.01.2024 - 18:16:56.173 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection SpecialPin V2.3.xml )
DEBUG| 09.01.2024 - 18:16:56.231 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection SpecialPin V2.5 Bin.xml )
DEBUG| 09.01.2024 - 18:16:56.362 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection SpecialPin V2.8.xml )
DEBUG| 09.01.2024 - 18:16:56.373 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection V3.0 - ST66.xml )
DEBUG| 09.01.2024 - 18:16:56.420 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection V3.2.xml )
DEBUG| 09.01.2024 - 18:16:56.609 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection V3.3.xml )
DEBUG| 09.01.2024 - 18:16:56.862 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Detection V3.4.xml )
DEBUG| 09.01.2024 - 18:16:56.876 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Single Figure Welding V16.xml )
DEBUG| 09.01.2024 - 18:16:57.039 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Single Figure Welding V18.xml )
DEBUG| 09.01.2024 - 18:16:57.054 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin SingleFigure Welding V15.xml )
DEBUG| 09.01.2024 - 18:16:57.217 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Welding SpecialPin V2.3.xml )
DEBUG| 09.01.2024 - 18:16:57.258 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Welding SpecialPin V2.4-SM.xml )
DEBUG| 09.01.2024 - 18:16:57.399 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Welding SpecialPin V2.5.xml )
DEBUG| 09.01.2024 - 18:16:57.452 | UserInterf | registered: /ImageShMemSIMULATION with -1929366122
DEBUG| 09.01.2024 - 18:16:57.583 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Welding SpecialPin V2.6.xml )
DEBUG| 09.01.2024 - 18:16:57.652 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Welding SpecialPin V2.7-OCT.xml )
DEBUG| 09.01.2024 - 18:16:57.844 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Z-OCT Measurement-ST75.xml )
DEBUG| 09.01.2024 - 18:16:57.965 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Z-OCT Measurement.xml )
DEBUG| 09.01.2024 - 18:16:58.024 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/HairPin Z-OCT Measurement convergent.xml )
DEBUG| 09.01.2024 - 18:16:58.158 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Move Scanner To Position.xml )
DEBUG| 09.01.2024 - 18:16:58.208 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Move scanner with contour.xml )
DEBUG| 09.01.2024 - 18:16:58.211 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/MoveScannerGraph.xml )
DEBUG| 09.01.2024 - 18:16:58.229 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Scanmaster Focus Point V2.xml )
DEBUG| 09.01.2024 - 18:16:58.256 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Scanner Movement to SwitchCase Position.xml )
DEBUG| 09.01.2024 - 18:16:58.336 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Scanmaster Focus Point.xml )
DEBUG| 09.01.2024 - 18:16:58.341 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Spot Welding TA.xml )
DEBUG| 09.01.2024 - 18:16:58.377 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Spot Welding.xml )
DEBUG| 09.01.2024 - 18:16:58.397 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Step1 Scanner Movement to SwitchCase Position.xml )
DEBUG| 09.01.2024 - 18:16:58.459 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Step2 FiducialDetection.xml )
DEBUG| 09.01.2024 - 18:16:58.500 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Step4 HairPin Detection ST66-ROI-from-BufferPosition.xml )
DEBUG| 09.01.2024 - 18:16:58.523 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Step3 moveScanner to Buffer Position.xml )
DEBUG| 09.01.2024 - 18:16:58.555 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Test Prepositioning.xml )
DEBUG| 09.01.2024 - 18:16:58.580 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/WeldingOnSpot.xml )
DEBUG| 09.01.2024 - 18:16:58.633 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/d969550b-35b6-4902-9b27-b677e31eab77.xml )
DEBUG| 09.01.2024 - 18:16:58.640 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/test tabelle.xml )
DEBUG| 09.01.2024 - 18:16:58.675 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/testgraph plc.xml )
DEBUG| 09.01.2024 - 18:16:59.668 | UserInterf | XmlGraphBuilder::build( /home/developer/git/weldmaster/qnx/wm_inst/config/graphs/Test IDM.xml )
START| 09.01.2024 - 18:17:53.620 | VIWeldHead | Modul VIWeldHeadControl wurde gestartet.
INFO | 09.01.2024 - 18:17:53.623 | VIWeldHead | parsing configuration file: /home/developer/git/weldmaster/qnx/wm_i
DEBUG| 09.01.2024 - 18:17:53.624 | VIWeldHead | ----------------AXIS X--------------------
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | ProductCode          : 0x0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | VendorID             : 0x0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Instance             : 0x0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Homeable             : 0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | HomingDirPositive    : 0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | MountingRightTop     : 0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis Length          : 100000
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis SoftLimitsActive: 0
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis lowerSoftEnd    : -1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis upperSoftEnd    : -1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | ----------------AXIS Y--------------------
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | ProductCode          : 0x380
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | VendorID             : 0xab
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Instance             : 0x1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Homeable             : 1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | HomingDirPositive    : 1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | MountingRightTop     : 1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis Length          : 100000
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis SoftLimitsActive: 1
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis lowerSoftEnd    : -30000
DEBUG| 09.01.2024 - 18:17:53.625 | VIWeldHead | Axis upperSoftEnd    : -1000
